segment_id,EventId,latitude,longitude,latitudeX,longitudeX,address,point,road,suburb,city,county,state,postcode,country,country_code
396D4HI,149571,-33.946529273,18.4850175456,-33.947,18.485,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcee990>,"{'place_id': 24502848, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2422854797, 'lat': '-33.947039', 'lon': '18.4847962', 'display_name': '3, Roxana Road, Little Mowbray, Mowbray, Cape Town, City of Cape Town, Western Cape, 7700, South Africa', 'address': {'house_number': '3', 'road': 'Roxana Road', 'neighbourhood': 'Little Mowbray', 'suburb': 'Mowbray', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7700', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.947139', '-33.946939', '18.4846962', '18.4848962']}",Roxana Road,Mowbray,Cape Town,City of Cape Town,Western Cape,7700,South Africa,za
JKTV1QW,149572,-33.9236575519,18.4771401179,-33.924,18.477,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcc6f90>,"{'place_id': 79850868, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4265499, 'lat': '-33.92400085220987', 'lon': '18.4770044298834', 'display_name': 'Black River Parkway, Maitland, Cape Town, City of Cape Town, Western Cape, 7295, South Africa', 'address': {'road': 'Black River Parkway', 'suburb': 'Maitland', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7295', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9266539', '-33.923662', '18.4769555', '18.4776766']}",Black River Parkway,Maitland,Cape Town,City of Cape Town,Western Cape,7295,South Africa,za
LNO3W8J,149578,-33.8889345374,18.6175950786,-33.889,18.618,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbccc0d0>,"{'place_id': 123436625, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 154205507, 'lat': '-33.888950180060455', 'lon': '18.617997067507492', 'display_name': 'N1, Hoheizen, Bellville, City of Cape Town, Western Cape, 7530, South Africa', 'address': {'road': 'N1', 'suburb': 'Hoheizen', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7530', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8890561', '-33.8889386', '18.6161976', '18.6181968']}",N1,Hoheizen,,City of Cape Town,Western Cape,7530,South Africa,za
DCB3LQM,149586,-33.9436318623,18.4837664789,-33.944,18.484,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcc62d0>,"{'place_id': 80514576, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4265565, 'lat': '-33.94408248745403', 'lon': '18.48382982771171', 'display_name': 'Black River Parkway, Mowbray, Cape Town, City of Cape Town, Western Cape, 7704, South Africa', 'address': {'road': 'Black River Parkway', 'suburb': 'Mowbray', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7704', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9453551', '-33.9438326', '18.4837087', '18.4844467']}",Black River Parkway,Mowbray,Cape Town,City of Cape Town,Western Cape,7704,South Africa,za
X4UA382,149589,-33.8852009068,18.6392196811,-33.885,18.639,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcee090>,"{'place_id': 234031354, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 747034726, 'lat': '-33.885224192822854', 'lon': '18.639095212571473', 'display_name': 'N1, Cape Town Ward 21, Bellville, City of Cape Town, Western Cape, 7530, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 21', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7530', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8854241', '-33.8792553', '18.6386245', '18.6531499']}",N1,Cape Town Ward 21,,City of Cape Town,Western Cape,7530,South Africa,za
HN83F3L,149604,-33.8759974282,18.6612746973,-33.876,18.661,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcdd850>,"{'place_id': 170373375, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 360199046, 'lat': '-33.87590072576393', 'lon': '18.660957345814513', 'display_name': 'N1, Cape Town Ward 21, Bellville, City of Cape Town, Western Cape, 7560, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 21', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7560', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8763451', '-33.8748342', '18.6599231', '18.6634396']}",N1,Cape Town Ward 21,,City of Cape Town,Western Cape,7560,South Africa,za
0TMS99B,149605,-33.950086519,18.5137435704,-33.95,18.514,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcccf90>,"{'place_id': 94933684, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 30285989, 'lat': '-33.94994792765536', 'lon': '18.514001812644906', 'display_name': 'Settlers Way, Kewtown, Cape Town, City of Cape Town, Western Cape, 7455, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Kewtown', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7455', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9500378', '-33.9498849', '18.5121912', '18.5165836']}",Settlers Way,Kewtown,Cape Town,City of Cape Town,Western Cape,7455,South Africa,za
V59S0GZ,149608,-34.0126566024,18.6597164328,-34.013,18.66,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcddb50>,"{'place_id': 80260864, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4287786, 'lat': '-34.013054664887505', 'lon': '18.659974635004833', 'display_name': 'N2, Cape Town Ward 89, Khayelitsha, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 89', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0205186', '-34.0047463', '18.6413648', '18.6760377']}",N2,Cape Town Ward 89,,City of Cape Town,Western Cape,7100,South Africa,za
IV5F6YM,149610,-33.887292232600004,18.5727187158,-33.887,18.573,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbce5bd0>,"{'place_id': 170646302, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 361591696, 'lat': '-33.88704663791751', 'lon': '18.57300790278304', 'display_name': 'N1, Northgate, Parow, City of Cape Town, Western Cape, 7500, South Africa', 'address': {'road': 'N1', 'suburb': 'Northgate', 'town': 'Parow', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7500', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8872848', '-33.886405', '18.5716024', '18.5767945']}",N1,Northgate,,City of Cape Town,Western Cape,7500,South Africa,za
8FIZY1M,149612,-33.888406712199995,18.5995539166,-33.888,18.6,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcfe690>,"{'place_id': 137692904, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 217864435, 'lat': '-33.888030900000004', 'lon': '18.60069174403824', 'display_name': 'Protea Hotel Tyger Valley, N1, Bremerhof, Cape Town Ward 2, Parow, City of Cape Town, Western Cape, 7500, South Africa', 'address': {'hotel': 'Protea Hotel Tyger Valley', 'road': 'N1', 'neighbourhood': 'Bremerhof', 'suburb': 'Cape Town Ward 2', 'town': 'Parow', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7500', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8887771', '-33.8876704', '18.5999128', '18.6014542']}",N1,Cape Town Ward 2,,City of Cape Town,Western Cape,7500,South Africa,za
OVJNYB2,149620,-33.8883942061,18.6233348632,-33.888,18.623,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbce5b90>,"{'place_id': 92133243, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 29343571, 'lat': '-33.88787550186058', 'lon': '18.622992074711004', 'display_name': 'Avery Crescent, Hoheizen, Bellville, City of Cape Town, Western Cape, 7530, South Africa', 'address': {'road': 'Avery Crescent', 'suburb': 'Hoheizen', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7530', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8880206', '-33.8877624', '18.6207157', '18.6236554']}",Avery Crescent,Hoheizen,,City of Cape Town,Western Cape,7530,South Africa,za
GX2UELI,149625,-33.832309469,18.7465853588,-33.832,18.747,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcd4fd0>,"{'place_id': 79376577, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315620, 'lat': '-33.83217588382001', 'lon': '18.747049094257186', 'display_name': 'N1, Stellenbosch Ward 18, Stellenbosch Local Municipality, City of Cape Town, Western Cape, 7570, South Africa', 'address': {'road': 'N1', 'suburb': 'Stellenbosch Ward 18', 'city': 'Stellenbosch Local Municipality', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7570', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8382785', '-33.7984726', '18.7260551', '18.8706218']}",N1,Stellenbosch Ward 18,Stellenbosch Local Municipality,City of Cape Town,Western Cape,7570,South Africa,za
GVQD9D6,149634,-33.742892782800006,19.0034317712,-33.743,19.003,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcdd410>,"{'place_id': 79361921, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4770948, 'lat': '-33.74306963764514', 'lon': '19.003034186506948', 'display_name': 'N1, Drakenstein Ward 27, Drakenstein Local Municipality, Cape Winelands District Municipality, Western Cape, 7646, South Africa', 'address': {'road': 'N1', 'suburb': 'Drakenstein Ward 27', 'city': 'Drakenstein Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'postcode': '7646', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.7573913', '-33.7412006', '18.9827898', '19.0122025']}",N1,Drakenstein Ward 27,Drakenstein Local Municipality,Cape Winelands District Municipality,Western Cape,7646,South Africa,za
V19MLWF,149636,-33.8280047909,18.762732256,-33.828,18.763,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcd48d0>,"{'place_id': 159354017, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 300415821, 'lat': '-33.828156', 'lon': '18.76397959268244', 'display_name': 'Cape Town Ward 101, Kraaifontein, City of Cape Town, Western Cape, South Africa', 'address': {'suburb': 'Cape Town Ward 101', 'town': 'Kraaifontein', 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8293722', '-33.8268694', '18.7609005', '18.7674985']}",,Cape Town Ward 101,,City of Cape Town,Western Cape,,South Africa,za
XINDPM1,149637,-34.0033422489,18.6384470415,-34.003,18.638,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcd47d0>,"{'place_id': 216268042, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 651224152, 'lat': '-34.00314531072278', 'lon': '18.637942726837256', 'display_name': 'N2, Cape Town Ward 18, Khayelitsha, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 18', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.004558', '-34.0004992', '18.6312274', '18.641531']}",N2,Cape Town Ward 18,,City of Cape Town,Western Cape,7100,South Africa,za
DMGFH2Z,149639,-33.8284714135,18.7603335138,-33.828,18.76,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcca950>,"{'place_id': 158374030, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 300415820, 'lat': '-33.82680695', 'lon': '18.763903791354892', 'display_name': 'Cape Town Ward 105, Kraaifontein, City of Cape Town, Western Cape, South Africa', 'address': {'suburb': 'Cape Town Ward 105', 'town': 'Kraaifontein', 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8283704', '-33.8253455', '18.7599366', '18.7663978']}",,Cape Town Ward 105,,City of Cape Town,Western Cape,,South Africa,za
75BPNAM,149648,-33.918832950900004,18.4741945898,-33.919,18.474,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcc8110>,"{'place_id': 80512960, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4263185, 'lat': '-33.91886977239666', 'lon': '18.47397023791794', 'display_name': 'FW de Klerk Boulevard, Paarden Eiland, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'FW de Klerk Boulevard', 'suburb': 'Paarden Eiland', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9211966', '-33.9180674', '18.460599', '18.477474']}",FW de Klerk Boulevard,Paarden Eiland,Cape Town,City of Cape Town,Western Cape,7925,South Africa,za
QUHOO8R,149652,-33.8897709215,18.6076885653,-33.89,18.608,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcc8090>,"{'place_id': 235845967, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 5373088, 'lat': '-33.891850700000006', 'lon': '18.608036394323953', 'display_name': 'Karl Bremer Hospital, Frans Conradie Drive, Bremerhof, Oosterzee, Bellville, City of Cape Town, Western Cape, 7530, South Africa', 'address': {'hospital': 'Karl Bremer Hospital', 'road': 'Frans Conradie Drive', 'neighbourhood': 'Bremerhof', 'suburb': 'Oosterzee', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7530', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8942552', '-33.8898889', '18.6058306', '18.610231']}",Frans Conradie Drive,Oosterzee,,City of Cape Town,Western Cape,7530,South Africa,za
WS0J1CU,149654,-34.0096942597,18.6533380946,-34.01,18.653,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcd0450>,"{'place_id': 80260864, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4287786, 'lat': '-34.009864111735126', 'lon': '18.65306341807137', 'display_name': 'N2, Cape Town Ward 89, Khayelitsha, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 89', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0205186', '-34.0047463', '18.6413648', '18.6760377']}",N2,Cape Town Ward 89,,City of Cape Town,Western Cape,7100,South Africa,za
PD4MTSH,149672,-33.874914415,18.6714261509,-33.875,18.671,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcd0b10>,"{'place_id': 170995978, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 359471853, 'lat': '-33.87485541132364', 'lon': '18.67172225014843', 'display_name': 'Peninsula Expressway, Durmonte, Durbanville, City of Cape Town, Western Cape, 7560, South Africa', 'address': {'address26': 'Peninsula Expressway', 'suburb': 'Durmonte', 'town': 'Durbanville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7560', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8797757', '-33.8023472', '18.6623994', '18.6732001']}",,Durmonte,,City of Cape Town,Western Cape,7560,South Africa,za
GO93XEE,149677,-33.9806094602,18.5853962994,-33.981,18.585,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcd0bd0>,"{'place_id': 109842983, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 103148950, 'lat': '-33.981248837221564', 'lon': '18.5846779041317', 'display_name': 'Cape Town Ward 39, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'suburb': 'Cape Town Ward 39', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9826934', '-33.9799538', '18.582621', '18.5849399']}",,Cape Town Ward 39,Cape Town,City of Cape Town,Western Cape,7490,South Africa,za
P0XX6RS,149686,-33.979437287399996,18.6524304639,-33.979,18.652,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbce1bd0>,"{'place_id': 78994023, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4317199, 'lat': '-33.97906030422344', 'lon': '18.652291561902146', 'display_name': 'Kuils River Freeway, Cape Town Ward 13, Cape Town, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 13', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9831232', '-33.9654435', '18.6510669', '18.65503']}",Kuils River Freeway,Cape Town Ward 13,Cape Town,City of Cape Town,Western Cape,7100,South Africa,za
X4UA382,149687,-33.8862563268,18.6342796647,-33.886,18.634,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcdc310>,"{'place_id': 169421732, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 360199051, 'lat': '-33.88603773583803', 'lon': '18.634272335822597', 'display_name': 'Willie van Schoor Avenue, Tyger Valley, Bellville, City of Cape Town, Western Cape, 7530, South Africa', 'address': {'road': 'Willie van Schoor Avenue', 'suburb': 'Tyger Valley', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7530', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8863088', '-33.8854014', '18.6342328', '18.6343655']}",Willie van Schoor Avenue,Tyger Valley,,City of Cape Town,Western Cape,7530,South Africa,za
